"Agriculture, forestry, and fishing, value added (% of GDP)",CO2 emissions (kg per PPP $ of GDP),Current health expenditure (% of GDP),Lifetime risk of maternal death (%),Population growth (annual %),"Unemployment, total (% of total labor force)",Level of water stress,Internet Penetration Ratio,Urbanization Ratio,Freshwater Withdrawals to Water Productivity Ratio,Cropland Ratio,Water Use (mm/day/yr) - Cropland,Vapor pressure deficit VPD,Normalized difference vegetation index NDVI,Air Temp (Kelvin),Country
0.332168625,0.474706092,4.86051178,0.036738212,3.429078922,1.181,133.7068966,0.054156272,8.165902841,18.70289693,0.348837209,0.38,1.28,0.24,299.45,Bahrain
20.52847331,0.11384354,3.91512918,2.801481493,2.563493813,4.871,1.33183432,0.375381358,0.557462582,0.030847934,0.048275862,3.78,0.99,0.62,298.76,Guinea
30.02932025,0.069301506,3.20071578,0.633551359,0.852912566,0.722,5.801501397,0.023209924,0.417575096,1.951867959,0.119885596,2.95,0.98,0.47,298.19,Myanmar
15.62707072,0.493204599,10.47583866,2.134593312,0.64266297,5.34,37.60796095,0.025977753,0.519064256,6.503690871,0.00656168,2.32,0.92,0.44,293.65,Zimbabwe
0.637835968,0.179425969,10.57526302,0.009146677,0.443929288,8.52,55.97051597,0.229617888,45.14674665,0.381773283,0.016750545,1.76,0.31,0.61,284.67,Belgium
43.84314206,0.059977966,6.40484381,4.860239438,2.475115759,3.003,10.42285298,0.000421006,0.092430549,0.408631344,0.195569962,3.72,0.71,0.62,292.66,Burundi
3.078250006,0.260385422,7.95365763,0.042979697,-2.079336906,12.971,58.79299156,0.150126012,8.029345372,1.862412564,0.200651067,1.7,0.85,0.32,288.55,Lebanon
4.065033248,0.305681404,7.26602364,0.065735984,1.087929636,10.17,7.89555458,1.047041995,6.466029565,0.781530565,0.026662384,2.21,0.38,0.59,283.82,Chile
1.361327288,0.077117719,10.52817535,0.008111465,0.291641177,5.64,26.40427258,0.662270326,7.414675194,0.048747847,0.01017257,1.71,0.3,0.59,283.35,Denmark
25.8539676,0.121066263,2.62076211,2.674841749,3.033609778,3.09,17.03743632,0.020969986,0.259303102,0.539796766,0.015922142,3.22,0.87,0.53,294.49,Kenya
2.238200162,0.304428177,2.48437047,0.051295606,5.317075961,2.501,1527.928889,0.540160113,4.169294391,17.85084158,0.339857651,0.22,2.47,0.19,300.97,United Arab Emirates
26.9987075,0.058863652,4.44166946,8.943841628,3.518554231,0.958,4.294921875,0.164298797,0.280967387,0.676806216,0.000713776,2.12,2.56,0.32,302.14,Chad
2.15516255,0.28994223,3.7117846,0.047729739,2.481592562,5.77,907.3090278,3.386635975,4.650355972,34.84938095,0.001320737,0.64,2.48,0.24,297.41,Saudi Arabia
4.094775331,0.292533666,7.33330393,0.067079197,1.047913202,9.77,8.159974169,1.194302037,6.499062617,0.797104321,0.027552674,2.35,0.41,0.59,284.35,Chile
30.12817885,0.074919319,3.32019806,2.684354994,2.542539057,4.903,17.34331054,0.002174617,0.174743025,2.31385495,0.026104418,2.24,0.83,0.5,294.34,Malawi
10.99679087,0.149796303,8.30145359,0.044368287,0.10866542,12.98,9.786096257,0.901195778,13.44669171,0.426866027,0.002697417,2,0.64,0.61,290.79,Uruguay
9.648057822,0.065448476,3.46053243,1.272078343,3.377109638,10.585,2.835497836,0.182384615,0.662538031,0.176609938,0.0015231,2.58,1.04,0.5,294.56,Zambia
10.08991593,0.345446989,3.16474271,0.052926906,1.758287403,3.39,3.09268556,0.644109557,2.437843784,0.026952737,0.845817601,4.24,0.47,0.7,298.95,Malaysia
24.14330587,0.104622848,3.38063431,5.250502365,2.440608885,5.999,9.668217054,0.22496677,1.08151201,0.140704538,0.093592445,2.59,1.91,0.39,300.45,Nigeria
9.440477389,0.258393893,3.5440731,0.327769245,1.407273215,17.65,90.00822919,0.339527885,1.707165868,3.097723497,0.019516345,1.2,0.83,0.32,288.54,Algeria
0.518216223,0.516791774,4.73096323,0.012707625,3.502809085,2.16,3575,0.376818175,inf,0.006062498,0.04,0.41,3.16,0.21,300.28,Kuwait
3.424432261,0.246565538,6.74047947,0.044453926,1.00084679,9.29,8.982121089,1.66454442,6.66812361,0.739009306,0.02895337,2.18,0.44,0.58,284.74,Chile
30.86324475,0.08568904,8.40978622,3.124175686,2.276453357,3.605,1.495726496,0.389267582,0.791986238,0.157050016,0.30670707,3.75,1.48,0.61,300.93,Guinea-Bissau
13.320778,0.080697213,5.46593952,0.310051865,1.151401848,4.57,1.621167175,1.363679623,1.454650335,0.130349808,0.005297554,2.49,0.99,0.57,296.27,Paraguay
10.6422743,0.167074167,7.00984955,2.800152661,4.052964648,5.591,11.17511521,0.026416631,0.431926227,5.758007023,0.000266667,1.62,1.85,0.25,297.85,Eritrea
28.54664701,0.063172491,7.28069401,2.778149277,2.287301447,1.166,10.19286754,0.006125001,0.145554105,0.251509029,0.17215937,2.98,0.77,0.58,293.33,Burundi
20.28329632,0.233936326,6.85399008,0.068803632,2.268623505,6.949,52.69824515,0.341473292,0.369525323,10.61764422,0.039575309,1.57,1.07,0.29,285.96,Tajikistan
18.75532764,0.142550369,2.52693653,0.649571967,2.147632274,2.694,0.132242833,1.288028318,0.1540015,0.000801854,0.588235294,3.8,0.35,0.7,295.96,Papua New Guinea
0.281212268,0.425278854,3.95980344,0.030307729,0.459362585,1.181,133.7068966,0.052246624,8.428625306,17.19011106,0.348837209,0.57,1.3,0.25,299.76,Bahrain
0.908956973,0.262027725,2.38892293,0.086766935,1.482323087,6.388,3.466465712,0.661600621,2.938248267,0.007862008,0.447761194,3.92,0.51,0.65,299.61,Brunei Darussalam
3.804609707,0.27748561,8.17744446,0.047963336,0.981119441,7.383,49.50032446,0.105441842,6.98977309,1.064770733,0.193548387,1.54,0.67,0.3,286.75,Lebanon
5.771440486,0.299066756,4.88512897,0.142468336,0.495752367,8.69,13.77357743,0.132597814,1.180169181,1.478097055,0.213963964,3.69,0.72,0.68,298.27,Jamaica
2.725759467,0.636676589,6.06724358,0.00879347,-0.046318937,19.89,40.56420907,0.16944734,1.616910475,0.882597061,0.019350257,1.69,0.36,0.46,282.35,Poland
17.14823974,0.516833878,10.47583866,1.898802571,0.523850609,4.546,35.89936162,0.075947547,0.517680983,8.823608804,0.00621118,1.59,1.25,0.38,294.98,Zimbabwe
1,0.05645402,1,6.681727939,2.46112223,19.174,24.52774059,0.062071195,0.603720632,40.55963136,0.000634518,1.86,1.27,0.39,299.77,Somalia
0.942643214,0.213900794,10.99848843,0.007449038,0.272900215,5.23,34.71217105,0.364126844,3.382120947,0.185201835,0.0119782,2.04,0.32,0.52,282.17,Germany
23.56752419,0.049509019,6.33025074,1.139760281,2.390794366,12.43,20.1986755,0.041051886,0.209379951,0.350321103,0.137991941,3.37,0.65,0.56,292.68,Rwanda
1.574087272,0.283450338,7.21972942,0.016644734,1.828313818,4.49,4.009974626,0.626063162,1.51268908,0.007210661,0.000464576,1.81,0.25,0.63,283.1,Ireland
37.507955,0.110206636,6.70832205,6.501464249,2.132601582,3.042,1.495726496,0.006699553,0.57783458,0.269996334,0.369286666,4.17,1.34,0.64,300.28,Guinea-Bissau
20.29310201,1,4.10970592,0.09724309,2.724920096,8.873,125.9631312,0.055792485,1.16365918,105.6118198,0.064145213,1.09,1.27,0.27,291.05,Syrian Arab Republic
1,0.051649304,1,5.631744638,3.492097731,19.01,24.52774059,0.076831178,0.74456133,39.09327283,0.000566572,1.82,1.29,0.37,299.83,Somalia
3.169099851,0.259870934,7.89909458,0.040823357,-2.879865896,11.3,58.79299156,0.141118384,7.895214375,1.463858144,0.200651067,1.53,0.76,0.32,287.72,Lebanon
4.415664015,0.333461745,6.51233673,0.013515275,0.027904279,13.66,1.34920282,0.401860159,1.180882385,0.020517156,0.05952381,2.07,0.42,0.53,284.58,Croatia
8.131052249,0.349269833,5.24532652,0.003395831,-0.1566176,6.051,5.027466491,1.007532267,3.114718348,0.119773103,0.013642565,2.61,0.29,0.44,279.85,Belarus
3.626183236,0.219020459,6.7717886,0.034976404,0.991361115,7.32,8.982121089,2.26215331,6.771215418,0.664680539,0.028944202,2.27,0.4,0.59,283.99,Chile
4.191868175,0.383416103,3.14434433,0.452054727,2.71497647,10.729,49.02247191,0.174765037,2.32457861,20.75291551,0.027027027,1.2,2.27,0.28,295.03,Iraq
26.56271253,0.469223238,5.07702637,0.095212373,1.736986377,5.856,168.924577,0.737963615,1.019304552,210.3911983,0.015595428,1.59,1.29,0.29,288.17,Uzbekistan
4.275407568,0.357962874,8.0939045,0.004697764,0.247413543,10.31,19.23460786,0.252031261,2.856983068,0.643210339,0.14009901,1.72,0.63,0.47,287.39,Greece
21.64346778,0.253245056,2.32937527,1.156593275,3.047816223,2.125,0.132242833,0.099078068,0.149914331,0.001293655,0.588235294,3.81,0.36,0.67,295.64,Papua New Guinea
8.486104289,0.462513409,5.52778196,0.050847279,-0.617530957,7.17,5.720438161,0.231925096,1.135565711,0.653228199,0.03596615,2.08,0.39,0.47,283.29,Romania
0.299909669,0.443533782,4.41240263,0.036962216,3.845379359,1.184,154.3965517,0.053219515,8.02119982,26.46808726,0.348837209,0.37,1.33,0.25,299.45,Bahrain
16.7555683,0.2540726,2.94352531,0.279018071,1.025310772,6.51,66.49209283,0.063464857,0.526065194,10.78170134,0.074283024,2.45,1.4,0.44,298.79,India
26.13789757,0.124962986,4.0445075,2.720816357,2.512250121,5.945,1.369230769,0.536339429,0.584158416,0.027663935,0.048275862,3.89,1.09,0.61,298.97,Guinea
1.987623221,0.540011693,8.85670471,0.014417182,1.087447927,7.66,4.296964704,17.60902031,3.972155927,0.050055768,0.00265739,1.34,0.35,0.29,276.33,Canada
26.73441801,0.102232223,5.11349964,0.574181963,0.790127201,0.994,5.801501397,0.20127206,0.430246861,1.580617833,0.118338558,2.9,0.96,0.49,298.54,Myanmar
32.02979096,0.070528926,4.74734545,3.464411062,2.933416316,5.01,11.23208368,0.013887041,0.387655417,6.822342929,0.0146904,3.48,0.57,0.66,295.15,Madagascar
22.57550953,0.123280399,5.07998943,2.362611313,2.530998735,2.145,3.391634981,0.042536596,0.655053706,0.080482657,0.044502618,3.28,1.14,0.49,300.19,Togo
16.69739074,0.112476034,3.85282946,2.848991306,2.831236735,3.967,1.560430108,0.115583387,1.090475792,0.016532041,0.158974359,3.09,1.62,0.44,299.59,Cameroon
4.284223524,0.362765259,8.56466961,0.004469345,0.293249074,9.99,19.50940724,0.28156108,2.91420072,0.657779318,0.141911305,1.64,0.63,0.47,287.15,Greece
2.738528,0.385325943,5.43580961,0.037998808,1.788011711,5.3,22.7911427,0.292330063,2.151392916,0.188295999,0.25748503,2.02,0.84,0.38,292.09,Cyprus
1.128440549,0.218696169,10.65627098,0.007050029,-0.081874296,2.82,36.45977011,0.263320468,10.81334908,0.321170599,0.063681368,2.54,0.32,0.49,283.6,Japan
9.609863269,0.410906416,10.47583866,2.581371287,1.253649854,5.189,32.90121573,0.192825869,0.496916352,7.113723312,0.00617284,2.17,1.01,0.43,294.23,Zimbabwe
20.31491042,0.084301253,4.09903383,2.01732847,2.032734005,4.245,33.23990107,0.222172091,0.370426203,0.979681203,0.019182048,2.57,0.86,0.53,294.52,Kenya
54.78472173,0.093387171,13.2813406,3.775972066,2.692873002,4.295,0.495794393,0.009824292,0.646036344,0.007675043,0.041068988,4.26,0.62,0.65,298.57,Sierra Leone
20.98310971,0.113840862,3.64773679,5.970518469,2.507034086,4.509,9.668217054,0.137580788,0.94867198,0.145107139,0.094481067,2.39,1.86,0.38,300.56,Nigeria
1.304847182,0.286280481,6.7748456,0.084075547,0.212392264,9.8,87.5,0.117688963,0.454524298,1.296381021,0.090909091,1.88,0.79,0.56,299.47,Barbados
1.112707195,0.371479408,3.58716846,0.05418849,4.922749682,3.55,116.7142857,5.420714062,4.036514732,2.544495148,0.022045358,0.7,1.72,0.23,299.53,Oman
2.888034309,0.404695887,4.05162811,0.177698553,2.322593409,19.81,631.9571429,0.122240343,3.255681335,49.42290693,0.021682848,0.46,1.23,0.21,293.29,Libya
1.542414774,0.106510309,11.35755825,0.013134761,0.290202116,9.41,23.58924976,0.658711739,4.045408678,0.143927024,0.034825613,1.89,0.43,0.57,285.52,France
65.59815004,0.20026978,10.81490326,3.930463474,5.004982793,2.233,0.264311594,0.014619431,0.877652184,0.005048406,0.13261945,4.08,0.53,0.58,298.07,Liberia
13.42723696,0.270987929,5.19709635,1.019626149,1.746289399,2.533,1.134985708,0.419642691,1.720940357,0.071990995,0.005266461,3.53,0.77,0.62,296.5,Bolivia
6.712703514,0.213836657,9.67129993,0.101269701,1.099461091,7.27,10.45666408,4.149658258,10.59689203,0.840306429,0.008332438,2.04,0.76,0.53,290.78,Argentina
1.926849246,0.598564187,8.10322285,0.390556689,1.361621107,22.04,45.74447646,1.047055854,1.761896871,1.35013596,0.004286856,1.72,0.99,0.41,290.66,South Africa
22.75792505,0.265805472,4.3191123,0.335727593,0.547185665,13.757,3.298401827,9.626690754,0.361247992,0.187913324,0.040256028,3.51,0.55,0.58,299.2,Guyana
8.642019874,0.256321628,5.17542839,0.109406218,0.919463524,12.36,73.61044105,0.251092327,1.924746278,5.267910444,0.224579296,0.88,0.92,0.32,290.8,Tunisia
0.290850277,0.429647475,3.8651762,0.047155029,-0.129281115,1.185,168.4090909,0.048725431,7.845643521,35.93179876,0.348837209,0.58,1.31,0.23,298.89,Bahrain
1.129790194,0.146770818,10.36746693,0.007898973,1.120992502,5.72,9.643547941,0.801455715,1.364904813,0.057977249,0.024090934,1.9,0.47,0.51,284.01,Austria
24.86895971,0.145454133,3.5718379,3.530454137,2.44916514,9.997,15.0830222,0.097571431,0.629089013,174.1898714,0.000302176,1.23,3.1,0.25,303,Mauritania
38.37691599,0.070425027,6.20069504,3.217417122,3.727100725,0.68,11.02093771,1.117308794,0.199414686,15.07794688,0.00246797,1.23,2.54,0.25,301.54,Niger
3.937710772,1,12.1412344,0.056625762,0.092232567,2.7,23.93944607,0.266843773,3.321707939,1.522272586,0.06795798,2.96,0.88,0.67,298.89,Cuba
0.826985117,1,1,0.025438273,-1.759208258,12,19.53561063,0.162081426,14.6838143,0.104313408,0.12568306,2.85,0.73,0.67,298.44,Puerto Rico
16.03163069,0.272436256,2.8584938,0.277346297,1.087527722,7.65,66.49209283,0.0436124,0.515840534,11.19910811,0.074253737,2.47,1.52,0.41,298.94,India
11.04156884,0.711859306,5.69395018,0.01548094,1.6069388,4.196,138.4853168,0.094488418,1.065816927,1195.92516,0.001773154,1.09,1.66,0.23,290.6,Turkmenistan
0.301358018,0.367789454,2.01313829,0.030368474,3.733592238,1.493,2380.538462,0.206675598,inf,0.005261974,0.02,0.62,3.02,0.2,299.5,Kuwait
3.567699269,1,11.08496857,0.055866813,-0.101983052,1.2,23.93944607,0.623447808,3.368529116,1.395343005,0.10201531,3.08,0.9,0.68,299.33,Cuba
19.4389732,1,3.2764473,0.081014553,2.311188609,8.61,125.1616351,0.170168115,1.252252252,80.69937621,0.072548174,1.14,1.49,0.29,293.1,Syrian Arab Republic
30.13041198,0.096576881,3.95594192,6.863044938,2.251637515,5.333,0.312314815,0.012726625,0.605651895,0.001843608,0.018255972,3.45,1.45,0.54,299.26,Central African Republic
42.8412837,0.045720611,6.31327677,4.887892876,3.137361508,3.126,10.30786026,0.000753361,0.097791244,0.387390435,0.196399345,3.53,0.84,0.62,293.4,Burundi
2.865048445,0.128672788,6.81108999,0.006323108,-0.554146739,6.62,1.489550912,1.088645901,1.338743627,0.020609761,0.049202128,2.1,0.5,0.56,286.29,Croatia
1.036886889,0.291008007,4.04999304,0.023018549,13.4229206,2.668,1798.545455,0.568682904,5.150818059,17.43147622,0.097963393,0.34,2.48,0.18,301.04,United Arab Emirates
0.737585322,0.289432707,10.17995167,0.005630259,-0.112797498,10.25,47.99292056,0.305471223,3.197976575,0.379033536,0.011684173,2.08,0.37,0.52,283.12,Germany
0.450686941,0.330830666,2.9159987,0.016720454,3.106740562,2.9,3297.153846,0.372830701,inf,0.005789048,0.043392505,0.39,2.98,0.22,299.98,Kuwait
8.001757555,0.372177285,4.87438536,0.004420859,-0.234282914,6.169,5.064820919,0.850291796,3.030307916,0.123610435,0.013746479,2.02,0.31,0.45,280.49,Belarus
16.13789807,0.235034111,6.22468948,0.536577952,1.262919196,5.37,2.632240056,0.056618319,1.269374787,0.170342243,0.054655107,3.24,0.65,0.66,297.92,Nicaragua
23.08295419,0.214469372,2.25784397,1.686972319,2.235149207,0.604,108.9890191,0.027846412,0.510140594,324.424474,0.020391178,2.54,1.93,0.35,298.57,Pakistan
2.93453284,0.394787041,6.4122324,0.00352901,-0.285609122,9.64,37.62547594,0.501734168,1.557021581,0.538747132,0.026991487,1.99,0.29,0.4,280.47,Poland
11.30554024,0.213306077,5.33229017,0.188671392,1.117897027,9.239,50.75121202,0.80500887,1.663328628,3.207560147,0.05482692,1.51,0.74,0.38,289.69,Morocco
1.473840341,0.199073254,9.00061893,0.008935081,0.539290805,4.02,1.942237914,5.862371273,3.297932694,0.005416233,0.004780115,1.93,0.27,0.5,279.74,Norway
14.12422744,0.102742833,5.38878489,2.223236336,2.565436957,5.645,11.17511521,0.021199726,0.528701368,5.963543789,0.000263435,1.41,2.01,0.24,298.53,Eritrea
0.040687761,0.117587043,3.39853096,0.008751407,3.015949915,5.86,252.1835,0.009684069,inf,1.765581797,0.142857143,3.57,0.56,0.49,299.84,Singapore
8.744215802,0.163409963,5.27267647,0.192757294,2.882592888,8.51,1.260294485,1.888213263,0.827451984,0.035027698,0.210526316,3.27,0.65,0.67,298.55,Belize
29.07809635,0.057587196,4.65100384,2.466205328,2.865949148,4.28,11.26150628,0.045493332,0.469248626,5.414511994,0.01467172,3.42,0.61,0.64,295.56,Madagascar
1.299786098,0.260908713,6.62216997,0.081693089,0.192888292,8.62,87.5,0.125926833,0.45262271,1.258611678,0.1,2.29,0.75,0.62,299.53,Barbados
2.142605668,0.264360671,8.53639603,0.010607692,0.207732702,8.17,5.749154834,0.660854987,1.122376212,0.090926242,0.084658642,2.15,0.45,0.58,284.09,Slovenia
1.411886219,0.347276773,7.1486845,0.090588737,0.423113733,10.02,87.5,0.101614005,0.471951955,1.262855704,0.0625,2.97,0.81,0.6,299.46,Barbados
9.913941346,0.26484738,5.6990099,0.266318778,1.682479333,4.61,6.782352941,0.414417213,1.666311159,0.287910389,0.179045445,2.96,0.41,0.55,294.32,Ecuador
31.91899149,0.053445223,5.44402313,5.274831289,1.745175422,5.746,0.335648148,0.393794514,0.68401199,0.002098555,0.015748031,3.77,1.63,0.57,300.42,Central African Republic
0.356500941,0.372310459,7.12328196,0.018579056,1.530054663,4.49,4.354892206,0.387421478,6.4615729,0.00585833,0.015503876,1.92,0.29,0.6,282.34,Luxembourg
22.66032279,0.05961917,4.96112299,1.750541001,3.334994747,3.183,5.82799634,0.030532127,0.292390405,0.030659039,0.1526188,3.56,0.91,0.63,296.15,Uganda
4.983605032,0.295267175,8.63841629,0.022464085,1.21898486,3.86,4,4.341726809,6.352941176,0.049392957,0.005538462,1.61,0.34,0.66,283.82,New Zealand
3.43228978,0.219283857,2.55771565,0.815212335,3.525161878,20.418,0.502166065,2.61667701,6.190106414,0.000988283,0.079831996,4.1,0.5,0.53,297.62,Gabon
1,0.05645402,1,7.892734323,3.400318046,19.295,24.52774059,0.064567879,0.57012985,40.55963136,0.000608423,1.95,1.28,0.4,299.59,Somalia
1.635805696,0.13974738,10.14039612,0.005488873,0.655071575,3.38,17.00060692,0.181092514,11.30920729,0.764026892,0.020750771,1.52,0.35,0.58,284.47,Netherlands
0.337284357,0.448661456,4.32666922,0.044014258,6.038179508,1.144,177.7507837,0.034151424,7.755800718,42.59199901,0.358851675,0.81,1.33,0.22,299.15,Bahrain
1.210476182,0.176702207,10.6313448,0.015470253,0.436072439,15.35,4.359426799,1.126435724,1.613832401,0.00784309,0.000219539,1.45,0.24,0.62,283,Ireland
0.338750394,0.337500362,4.18303919,0.01591381,-1.682985039,0.14,431.0344828,0.414801282,129.7189542,0.691421998,0.040540541,0.59,1.92,0.14,300.54,Qatar
7.848649979,0.246923209,5.1644063,0.104571777,0.94056531,12.44,73.99131605,0.400459609,1.949243519,5.106177267,0.223256755,0.81,0.94,0.28,290.8,Tunisia
11.7935958,0.083919906,5.01927567,0.349465856,1.04976166,5.28,1.134790516,0.571547915,1.378686965,0.079452982,0.006395849,3.05,0.98,0.6,297.09,Paraguay
11.25802456,0.593343278,3.85800076,0.177350363,1.748906223,3.9,3.599853157,9.146038664,2.127932437,0.073311709,3.51E-05,1.57,0.41,0.26,272,Mongolia
0.033272727,0.100219757,3.32783675,0.011652561,2.45339033,3.72,160.0334167,0.00956849,inf,0.5597083,0.136986301,3.37,0.52,0.47,299.69,Singapore
8.387004808,0.214037333,6.92425728,0.267014229,1.486221516,10.788,1.260294485,3.436993077,0.852709588,0.033584346,0.186046512,3.11,0.72,0.65,299.26,Belize
1.058199791,0.179714226,1.84398329,1.282923301,4.780036591,8.057,0.183503244,0.057245666,1.805678694,0.000105141,0.299308494,4.02,0.38,0.53,296.37,Equatorial Guinea
24.13539267,0.060308199,4.47938061,6.612906542,3.294582728,1.12,4.294921875,0.653081912,0.303424095,0.490019601,0.0007564,2.11,2.3,0.37,301.55,Chad
0.707917443,1,1,0.018722574,-4.048391034,9.2,19.53561063,0.196813841,14.57147306,0.113747369,0.09473061,2.89,0.65,0.69,297.88,Puerto Rico
19.9826507,0.098774515,4.5429678,1.225001705,2.364269759,6.81,6.27059721,0.181269477,1.177984928,0.138223597,0.195801951,3.44,0.99,0.53,299.63,Ghana
7.862206027,0.881190774,3.72334647,0.085411758,0.336408914,8.78,31.84466019,0.362231728,1.289220063,9.087711033,0.000571827,1.77,0.5,0.25,278.02,Kazakhstan
24.55013777,0.085919761,4.84431553,1.838257141,2.584164852,1.815,11.26150628,0.142284492,0.57534894,4.391138237,0.01467172,2.9,0.6,0.64,295.62,Madagascar
17.91268195,0.211650916,9.13455009,0.050534488,-0.49817016,11.298,59.33024006,0.366324906,1.720348205,13.1971208,0.03368984,1.78,0.38,0.34,279.42,Armenia
4.543930319,0.628728547,9.50321198,3.330636943,0.735394495,16.872,2.565905097,0.104295234,0.338867318,0.017648667,0.001730104,1.82,0.62,0.37,285.33,Lesotho
7.616200627,0.106431198,8.11897373,0.034611717,0.297587135,6.44,9.786096257,2.986207122,18.39111887,0.261007848,0.002718395,2.09,0.61,0.63,290.3,Uruguay
14.41402039,0.219709358,4.25606871,1.332545897,2.715442959,4.46,13.07598832,0.334968378,0.862058692,1.240339998,0.008785763,1.34,2.04,0.33,301.1,Senegal
28.34183246,0.050303278,7.82838726,5.409771478,2.223361071,5.755,0.335648148,0.898016211,0.717327838,0.001876199,0.015748031,3.74,1.56,0.58,300.22,Central African Republic
10.3899057,0.283127177,5.20230532,0.626477165,1.696282376,2.614,1.177001127,2.373596706,1.978850164,0.056853405,0.005837509,2.93,0.93,0.58,296.84,Bolivia
21.67035264,0.042710945,4.7002449,2.866687682,2.958480707,2.746,4.147910949,0.005299377,0.197705197,0.033157722,0.165887498,3.94,0.8,0.65,295.4,Uganda
23.31419591,0.14322415,4.78467607,5.093319743,2.129239418,4.66,0.876538462,0.013952298,0.470090999,0.0245651,0.04814841,4.06,0.93,0.61,298.46,Guinea
19.43472556,0.231044096,5.54050112,0.14579926,1.838824312,12.365,73.28598027,0.140139682,0.360803418,39.37293855,0.026855572,1.72,0.92,0.28,285.66,Tajikistan
33.68099382,0.091449255,4.30732679,4.235581408,3.810576037,2.18,5.947904816,0.07407847,0.193488328,6.723816593,0.00223304,1.14,2.48,0.25,301.43,Niger
20.02977653,0.771402906,4.15718555,0.206543419,0.850550682,6.815,3.838246922,7.737667242,1.593562777,0.161180169,1.75E-05,1.35,0.45,0.24,273.44,Mongolia
1.827754564,0.175998369,8.1296196,0.009182931,0.393298991,6.69,3.818181818,3.799589664,5.352432982,0.010141237,0.000919701,2.06,0.25,0.5,280.3,Sweden
34.55863058,0.082806118,4.014853,3.730390305,3.234811963,1.352,8.00308642,0.167360506,0.582253445,3.944814746,0.003601354,2.02,2.53,0.34,301.91,Mali
7.512089533,0.27118313,3.75944281,0.044818257,1.31563682,3.3,3.43948718,0.823432247,3.172926056,0.022210856,0.870376852,4.23,0.47,0.71,298.82,Malaysia
24.56767288,0.176480933,8.0889616,0.853959902,2.946887151,3.455,1.751486326,0.29131245,0.562207086,0.121720093,0.007243957,2.26,0.94,0.54,296.76,Mozambique
0.220601387,0.128181482,5.44119692,0.008943991,1.96284492,5.59,4.087893864,0.403278691,10.39341461,0.003672983,0.011824427,1.68,0.35,0.61,283.25,Luxembourg
1.443298194,0.085229159,10.9479475,0.008318418,0.992219729,7.95,3.517748918,3.886823587,6.271140842,0.007189375,0.00118245,2.05,0.27,0.52,281.69,Sweden
3.132089402,0.212697529,5.55340958,0.119799566,1.241466716,4.81,31.85814815,0.72663295,3.760317989,1.554500997,0.02710941,2.5,0.91,0.52,294.48,Mexico
3.575191094,0.29396908,8.17025661,0.177180525,2.199151314,12.5,98.90353306,0.348395053,6.188039103,3.467222398,0.082510226,1.01,1.34,0.25,293.32,Jordan
12.94706104,0.217606552,4.21416712,2.247605891,2.722036804,10.36,12.62287941,0.146537091,0.791729377,1.479446335,0.007250418,1.22,1.97,0.33,300.6,Senegal
1.294240952,0.087112595,2.46476936,0.736818055,1.645014013,26.06,6.333333333,1.240774967,3.473872584,0.043935822,0.013619271,1.35,1.88,0.2,300.55,Djibouti
10.3562211,0.116457445,5.77188921,0.372054229,1.757167698,3.02,5.742097081,0.140325357,0.972814615,0.176902478,0.277635929,3.5,0.67,0.68,297.92,Guatemala
2.471168684,0.514041875,6.54903364,0.015679516,-0.192768077,13.55,14.91341991,2.302915291,2.14693017,0.78809054,0.008692853,2.03,0.23,0.39,278.85,Estonia
16.10773362,0.207362919,3.841573,2.520107268,2.676747498,10.194,12.44163584,0.118406852,0.765505553,1.505827307,0.006112985,1.42,1.86,0.34,300.23,Senegal
6.779597852,0.08597126,3.82924223,0.888505489,3.247118003,8.133,2.835497836,0.307033839,0.705960626,0.149227297,0.001510321,2.18,1.13,0.48,295,Zambia
17.52381638,0.110608035,4.787992,3.438114514,2.482932008,4.916,1.21964497,0.138759142,0.534589651,0.03283178,0.048275862,3.76,0.95,0.61,298.36,Guinea
3.209824964,0.20197121,6.09759474,0.032475746,-1.651024968,17.51,2.327047731,1.942061392,2.106940906,0.03825198,0.003273322,2.07,0.26,0.42,279.76,Latvia
7.527266702,0.163812615,6.06709862,0.197167507,1.365652339,11.87,1.535797156,0.289253609,3.170837504,0.026130214,0.037291162,3.49,0.59,0.66,297.4,Colombia
6.794970757,0.304556151,5.86133814,0.001504302,-0.201786601,4.16,4.475939354,1.783835663,3.771903035,0.091868816,0.01275784,1.77,0.37,0.47,282.03,Belarus
3.102898562,0.105115203,6.99864721,0.012778788,-0.264704355,6.26,1.834102379,1.828348645,2.110903718,0.008684821,0.011798319,1.5,0.37,0.47,282.12,Lithuania
0.457473273,0.456409806,6.30743313,0.012508845,-1.832820647,3.331,3850.5,0.405019903,inf,0.007380455,0.04,0.57,3.04,0.22,300.27,Kuwait
0.094196462,0.242508655,1.74822152,0.024034852,5.472719876,0.48,424.2241379,0.422201757,75.74597084,0.778506595,0.043741007,0.48,2.02,0.16,300.27,Qatar
0.03219431,0.077154228,4.41523695,0.006542932,1.144283307,3.1,82.16666667,0.011166283,inf,0.115697742,0.151515151,3.11,0.62,0.53,300.2,Singapore
0.95454071,0.204772936,10.5258255,0.013672572,0.544884384,14.53,4.001176345,1.055219943,1.600239222,0.006662084,0.000437828,1.37,0.23,0.58,281.65,Ireland
